노드ID,노드명,노드유형코드,노드유형명,회전제한유무,회전제한유무명,X좌표,Y좌표,TM_X좌표,TM_Y좌표
1000001300,신설동역,101,도로교차점,1,유,127.0232274,37.5755809,202051.8241,452892.927
1000001400,홍지문터널북측,104,도로시설물,0,무,126.9720038,37.6059011,197527.9253,456258.2446
1000001600,청계3가,101,도로교차점,1,유,126.992352,37.5685177,199324.342,452108.7713
1000002000,청계광장,101,도로교차점,0,무,126.9771061,37.5690312,197977.459,452165.9823
1000002500,종로구청,101,도로교차점,0,무,126.9792421,37.5724693,198166.2519,452547.5326
1000002700,낙원상가,101,도로교차점,1,유,126.9878067,37.5726206,198922.8467,452564.1868
1000003000,서울지방국세청,101,도로교차점,0,무,126.9793207,37.5743517,198173.2369,452756.448
1000003600,광화문,101,도로교차점,0,무,126.9768504,37.5755726,197955.0467,452892.0093
1000004600,아트선재센타,101,도로교차점,1,유,126.9822375,37.5795591,198431.0124,453334.3551
1000004700,청룡사앞,101,도로교차점,0,무,127.0172873,37.5803003,201527.0003,453416.6123
1000004800,창신역,104,도로시설물,0,무,127.0152386,37.5801902,201346.0411,453404.368
1000005200,효자동삼거리,101,도로교차점,0,무,126.9736832,37.5836029,197675.5265,453783.357
1000005400,삼청동주민센터,101,도로교차점,0,무,126.9818519,37.5838629,198397.0398,453812.0348
1000005500,청운초등학교앞,101,도로교차점,0,무,126.9701718,37.5850829,197365.4209,453947.7099
1000005700,경복고교,101,도로교차점,1,유,126.9728219,37.5863814,197599.538,454091.756
1000005800,삼청공원입구,101,도로교차점,0,무,126.9816947,37.5869838,198383.2285,454158.428
1000006000,창의문앞,101,도로교차점,0,무,126.9658285,37.5925243,196982.1051,454773.7473
1000006100,부암동주민센터,101,도로교차점,0,무,126.9644677,37.5928149,196861.9315,454806.0473
1000006200,북악산로입구,101,도로교차점,0,무,126.9665521,37.5931481,197046.0285,454842.9625
1000006300,세검정,101,도로교차점,1,유,126.9579421,37.6000005,196285.974,455603.8117
1000006600,수표교(북단),101,도로교차점,0,무,126.989565,37.5683144,199078.1203,452086.2288
1000006700,동광빌딩,101,도로교차점,0,무,126.9857167,37.5685216,198738.1485,452109.2687
1000006800,세운교(북단),101,도로교차점,1,유,126.9953108,37.5685844,199585.7341,452116.1562
1000006900,강북삼성병원뒤,101,도로교차점,0,무,126.9677277,37.5692152,197148.947,452186.6499
1000007000,동아일보사,101,도로교차점,1,유,126.9784137,37.5693176,198092.9872,452197.7456
1000007100,종로1가_남대문로_진출,101,도로교차점,0,무,126.9829279,37.5696038,198491.7925,452229.4285
1000007200,종로1가_남대문로_진입,101,도로교차점,0,무,126.9827935,37.5696198,198479.924,452231.2003
1000007300,세종로사거리_태평로_진입,101,도로교차점,0,무,126.9769535,37.5695821,197963.9944,452227.1276
1000007400,세종로사거리_태평로_진출,101,도로교차점,0,무,126.9770893,37.5695835,197975.9934,452227.2801
1000007500,서울시교육위원회입구,101,도로교차점,0,무,126.9659601,37.5699861,196992.8214,452272.2692
1000007600,세종로사거리_일반국도6호선_진,101,도로교차점,0,무,126.976202,37.5701151,197897.6173,452286.2988
1000007700,종로1가_일반국도6호선_진출_2,101,도로교차점,0,무,126.982211,37.5701759,198428.4727,452292.9294
1000007800,종로1가_일반국도6호선_진입_1,101,도로교차점,0,무,126.9837095,37.5701683,198560.853,452292.0646
1000007900,새문안교회,101,도로교차점,1,유,126.9744486,37.5701543,197742.7187,452290.6966
1000008000,세종로사거리_일반국도6호선_진,101,도로교차점,0,무,126.9777588,37.5701341,198035.1554,452288.3738
1000008100,서울역사박물관,101,도로교차점,1,유,126.9719616,37.5701118,197523.0082,452286.04
1000008200,서울역사박물관,101,도로교차점,1,유,126.9725972,37.57017,197579.1662,452292.4826
1000008300,새문안교회,101,도로교차점,1,유,126.9749877,37.5701582,197790.3438,452291.12
1000008400,새문안교회,101,도로교차점,1,유,126.9755819,37.5701641,197842.8372,452291.755
1000008500,종로2가,101,도로교차점,1,유,126.9876851,37.5702055,198912.0735,452296.1471
1000008600,종로구청입구,101,도로교차점,1,유,126.9793148,37.5702029,198172.6145,452295.9883
1000008700,종로1가,101,도로교차점,1,유,126.9829758,37.5702264,198496.0418,452298.5283
1000008800,광화문우체국,101,도로교차점,1,유,126.9785092,37.5701961,198101.4504,452295.2418
1000008900,SK빌딩,101,도로교차점,1,유,126.9810231,37.5702166,198323.5332,452297.47
1000009000,세종대로사거리,101,도로교차점,1,유,126.977029,37.5701758,197970.6841,452293.025
1000009100,종각지하쇼핑센터,101,도로교차점,1,유,126.9857534,37.5702077,198741.4169,452296.4116
1000009200,종로4가_배오개길_진입,101,도로교차점,0,무,126.9977511,37.5702192,199801.3248,452297.5949
1000009300,세종로사거리_일반국도6호선_진,101,도로교차점,0,무,126.9762006,37.5702232,197897.4981,452298.2983
1000009400,기업은행,101,도로교차점,1,유,126.9894282,37.5702868,199066.0613,452305.1429
1000009500,종로1가_일반국도6호선_진입_2,101,도로교차점,0,무,126.9822091,37.570284,198428.3058,452304.9283
1000009600,종로1가_일반국도6호선_진출_1,101,도로교차점,0,무,126.9837104,37.5702764,198560.9389,452304.0643
1000009700,세종로사거리_일반국도6호선_진,101,도로교차점,0,무,126.977756,37.5702422,198034.9042,452300.3712
1000009800,종로3가,101,도로교차점,1,유,126.9921386,37.5704205,199305.5097,452319.9596
1000009900,동대문로터리_흥인지문_진입,101,도로교차점,0,무,127.0093873,37.5706632,200829.2974,452346.909
1000010000,종묘공원,101,도로교차점,1,유,126.9937799,37.5705064,199450.5017,452329.4846
1000010100,세운상가,101,도로교차점,1,유,126.9950438,37.5705684,199562.1561,452336.3638
1000010200,세종로사거리_일반국도48호선_진,101,도로교차점,0,무,126.9766952,37.5708827,197941.208,452371.4918
1000010300,세종로사거리_일반국도48호선_진,101,도로교차점,0,무,126.977257,37.5708747,197990.8439,452370.5922
1000010400,종로4가_일반국도6호선_진출,101,도로교차점,0,무,126.9969799,37.5706375,199733.1938,452344.0266
1000010500,종묘귀금속전문백화점,101,도로교차점,1,유,126.9964334,37.5706543,199684.923,452345.8888
1000010600,박시우치과의원,101,도로교차점,0,무,126.9719684,37.5706371,197523.6262,452344.3432
1000010700,종로1가_우정국로_진입,101,도로교차점,0,무,126.9830879,37.570752,198505.9487,452356.8568
1000010800,종로1가_우정국로_진출,101,도로교차점,0,무,126.9829521,37.5707555,198493.9552,452357.2533
1000010900,종로4가_일반국도6호선_진입,101,도로교차점,0,무,126.9970324,37.5707486,199737.8336,452356.3553
1000011000,종로4가,101,도로교차점,1,유,126.9977692,37.5707425,199802.9274,452355.6784
1000011100,종로천주교회,101,도로교차점,0,무,126.9964213,37.5708916,199683.8509,452372.2211
1000011200,종로5가,101,도로교차점,1,유,127.0019255,37.5710013,200170.1036,452384.3968
1000011300,동대문로터리_일반국도6호선_진,101,도로교차점,0,무,127.0080672,37.5710785,200712.6718,452392.9971
1000011400,종로6가,101,도로교차점,1,유,127.0067086,37.5711036,200592.6441,452395.7739
1000011500,탑골공원,101,도로교차점,1,유,126.987659,37.5710973,198909.7762,452395.1177
1000011600,종로4가_창경궁로_진출,101,도로교차점,0,무,126.9976705,37.5712459,199794.2103,452411.5492
1000011700,흥인지문,101,도로교차점,1,유,127.0090552,37.5713478,200799.9441,452422.8895
1000011800,행촌빌딩,101,도로교차점,0,무,126.9625571,37.5715909,196692.2541,452450.4929
1000011900,세종아파트앞,101,도로교차점,0,무,126.9727045,37.5716492,197588.6874,452456.659
1000012000,로얄빌딩앞,101,도로교차점,0,무,126.9748337,37.5716307,197776.7889,452454.5512
1000012100,교보빌딩앞,101,도로교차점,0,무,126.9766662,37.5716494,197938.668,452456.5819
1000012200,세종로복지센타,101,도로교차점,1,유,126.9712332,37.5717748,197458.7238,452470.6291
1000012300,코리아빌딩,101,도로교차점,1,유,127.0066921,37.571813,200591.1847,452474.5007
1000012400,조계사앞,101,도로교차점,1,유,126.9830374,37.5720298,198501.5127,452498.6838
1000012500,황학교_청계천로_진입,101,도로교차점,0,무,127.0228573,37.5720884,202019.2236,452505.2913
1000012600,교남동주민센터,101,도로교차점,0,무,126.9612058,37.5723948,196572.9204,452539.7604
1000012700,독립문_일반국도48호선_진출_1,101,도로교차점,0,무,126.9611565,37.5724972,196568.5732,452551.1278
1000012900,현저고가차도(동측),104,도로시설물,0,무,126.9633513,37.5724268,196762.453,452543.2385
1000013000,석탄회관,101,도로교차점,0,무,126.9801287,37.5724733,198244.5687,452547.9559
1000013100,사직터널(남측),104,도로시설물,0,무,126.9639246,37.5724512,196813.1028,452545.9336
1000013200,낙원상가,101,도로교차점,1,유,126.9886795,37.5725763,198999.9464,452559.2655
1000013300,봉익동,101,도로교차점,0,무,126.991532,37.5726052,199251.9361,452562.4405
1000013400,하나로빌딩,101,도로교차점,1,유,126.9865235,37.5726382,198809.4884,452566.1526
1000013500,서울소방본부,101,도로교차점,0,무,126.9785616,37.5726122,198106.1385,452563.4076
1000013700,미국대사관,101,도로교차점,0,무,126.9772355,37.5727318,197988.9918,452576.703
1000013900,인사동네거리,101,도로교차점,1,유,126.9862395,37.5730172,198784.4058,452608.2215
1000014000,이대병원후문,101,도로교차점,1,유,127.0074609,37.5730358,200659.0938,452610.2275
1000014100,동묘앞역,101,도로교차점,1,유,127.0156343,37.5730228,201381.1249,452608.8702
1000014200,용비어천가,101,도로교차점,1,유,126.9726895,37.5730986,197587.4174,452617.526
1000014300,대광빌딩,101,도로교차점,1,유,127.0073082,37.5732075,200645.6,452629.2775
1000014400,기독교회관,101,도로교차점,1,유,127.0020232,37.5732926,200178.7286,452638.7099
1000014500,서울특별시재향군인회,101,도로교차점,1,유,126.9975785,37.5733613,199786.0861,452646.3299
1000014600,종로세무서,101,도로교차점,1,유,126.9876808,37.5735455,198911.7341,452666.8453
1000014700,아람보습학원,101,도로교차점,1,유,127.0175091,37.5735031,201546.7335,452662.2099
1000014800,축구회관,101,도로교차점,0,무,126.9685082,37.5734998,197218.053,452662.1666
1000014900,충효길-율곡로진입로,101,도로교차점,0,무,127.006955,37.5734941,200614.3985,452661.0942
1000015000,조향빌딩,101,도로교차점,1,유,127.0059828,37.5735624,200528.5084,452668.6608
1000015200,광화문풍림스페이스본,101,도로교차점,0,무,126.9676903,37.5740031,197145.8216,452718.0467
1000015300,서울지방경찰청,101,도로교차점,0,무,126.9734392,37.5740714,197653.6692,452725.4762
1000015400,서울지방경찰청,101,도로교차점,1,유,126.9726796,37.5740827,197586.5707,452726.7462
1000015500,정부서울청사별관,101,도로교차점,1,유,126.9744719,37.574106,197744.8977,452729.2862
1000015600,율곡로-충효길진출로,101,도로교차점,0,무,127.0064075,37.5740882,200566.0223,452727.029
1010024300,한양공고앞_퇴계로_진입,101,도로교차점,0,무,127.0104773,37.5647758,200925.6632,451693.4847
1010024400,한양공고앞,101,도로교차점,1,유,127.0114015,37.5648844,201007.3064,451705.5552
1010024500,성동여자실업고교앞,101,도로교차점,1,유,127.0123574,37.5649206,201091.7616,451709.5769
1010024700,서울프라자호텔,101,도로교차점,1,유,126.9785108,37.564978,198101.4528,451716.1006
1010024900,금성빌딩,101,도로교차점,1,유,127.0135146,37.565052,201193.9968,451724.1819
1010025000,서대문경찰서,101,도로교차점,1,유,126.9673495,37.5651732,197115.3795,451738.042
1010025100,덕산빌딩,101,도로교차점,1,유,127.0156637,37.565313,201383.8621,451753.1803
1010025300,서대문아트홀_의주로_진입_1,101,도로교차점,0,무,126.9671253,37.5653672,197095.5748,451759.5834
1010025400,동대문공영주차장,101,도로교차점,0,무,127.0104616,37.5651414,200924.2662,451734.0684
1010025500,신당역,101,도로교차점,1,유,127.0161987,37.5653704,201431.1313,451759.556
1010025600,동대문패션TV,101,도로교차점,0,무,127.007595,37.5653765,200671.008,451760.1345
1010025700,동대문역사문화공원입구,101,도로교차점,0,무,127.0097824,37.5654164,200864.26,451764.5795
1010025800,서대문아트홀_의주로_진출_1,101,도로교차점,0,무,126.967242,37.5654225,197105.8863,451765.7212
1010025900,을지로1가_남대문로_진출_1,101,도로교차점,0,무,126.9826613,37.5654613,198468.1546,451769.6614
1010026000,을지로1가_남대문로_진입_2,101,도로교차점,0,무,126.9825267,37.565476,198456.2661,451771.2932
1010026100,기업은행성동지점,101,도로교차점,1,유,127.0216815,37.565548,201915.5204,451779.3635
1010026300,신당중앙시장,101,도로교차점,1,유,127.0196954,37.5656849,201740.0484,451794.5241
1010026500,동대문운동장_홍인문로_진출_1,101,도로교차점,0,무,127.0077331,37.5655592,200683.2021,451780.41
1010026700,농협중앙회 중앙본부,101,도로교차점,0,무,126.9680923,37.5657442,197181.0211,451801.3919
1010026800,동대문운동장_홍인문로_진입,101,도로교차점,0,무,127.0076027,37.5655896,200671.6864,451783.7847
1010026900,동대문운동장_을지로_진입_1,101,도로교차점,0,무,127.0084142,37.5657934,200743.3771,451806.41
1010027000,서대문역,101,도로교차점,1,유,126.9667113,37.5658631,197059.0232,451814.639
1010027100,을지로1가_을지로_진출_2,101,도로교차점,0,무,126.9818929,37.5659832,198400.2821,451827.5955
1010027200,프레지던트호텔,101,도로교차점,1,유,126.9796865,37.5660136,198205.3505,451831.0114
1010027300,동대문운동장_을지로_진출,101,도로교차점,0,무,127.0072093,37.5660722,200636.9254,451837.3437
1010027400,을지로1가_을지로_진입_1,101,도로교차점,0,무,126.9835143,37.5660132,198543.5324,451830.9027
1010027500,동대문역사문화공원,101,도로교차점,1,유,127.0078275,37.5660077,200691.5397,451830.1963
1010027600,을지로1가,101,도로교차점,1,유,126.9826719,37.5660456,198469.1053,451834.5085
1010027700,을지로4가_배오개길_진입_2,101,도로교차점,0,무,126.9981055,37.5661516,199832.6245,451846.1309
1010027800,하나은행,101,도로교차점,1,유,126.9844183,37.5660906,198623.393,451839.4781
1010027900,을지로1가_을지로_진입_2,101,도로교차점,0,무,126.9818911,37.5660913,198400.123,451839.5944
1010028000,을지로2가(외환은행),101,도로교차점,1,유,126.985748,37.5661122,198740.8682,451841.8593
1010028100,동대문운동장_을지로_진입_2,101,도로교차점,0,무,127.0072415,37.5661772,200639.7695,451849.0018
1010028200,을지로1가_을지로_진출_1,101,도로교차점,0,무,126.9835099,37.5661213,198543.1461,451842.8965
1010028300,을지로2가,101,도로교차점,1,유,126.9875388,37.5661529,198899.0894,451846.3573
1010028400,서대문아트홀_일반국도6호선_진,101,도로교차점,0,무,126.9671908,37.5662645,197101.3948,451859.1738
1010028500,타임캐슬 오피스텔,101,도로교차점,1,유,127.0067592,37.5662152,200597.1604,451853.2206
1010028600,을지로3가역,101,도로교차점,1,유,126.989751,37.5662309,199094.5245,451854.9825
1010028700,서대문아트홀_일반국도6호선_진,101,도로교차점,0,무,126.9670853,37.5663326,197092.0751,451866.7332
1010028800,동대문운동장_홍인문로_진출_2,101,도로교차점,0,무,127.0080566,37.5666289,200711.7724,451899.1385
1010028900,을지로3가,101,도로교차점,1,유,126.992623,37.5663789,199348.2604,451871.3867
1010029000,서울적십자병원,101,도로교차점,1,유,126.9673181,37.5664754,197112.6525,451882.5779
1010029100,대림상가앞,101,도로교차점,0,무,126.9955601,37.5665345,199607.7466,451888.6375
1010029200,을지로4가_을지로_진출_2,101,도로교차점,0,무,126.9974814,37.566582,199777.4885,451893.9103
1010029300,을지전화국,101,도로교차점,1,유,127.0044568,37.5666292,200393.7483,451899.1523
1010029600,을지로4가,101,도로교차점,1,유,126.9981208,37.5666701,199833.9788,451903.6796
1010029700,을지로4가_을지로_진입,101,도로교차점,0,무,126.9975221,37.5666925,199781.0832,451906.1758
1010029800,장교빌딩,101,도로교차점,1,유,126.9875762,37.5668264,198902.4022,451921.0967
1010029900,을지로1가_남대문로_진입_1,101,도로교차점,0,무,126.9827605,37.5666187,198476.9462,451898.116
1010030000,을지로4가_을지로_진출_1,101,도로교차점,0,무,126.9987679,37.5667567,199891.1467,451913.2992
1010030100,중부시장앞,101,도로교차점,1,유,127.0004343,37.5667863,200038.3699,451916.578
1010030300,기업은행,101,도로교차점,0,무,126.9857506,37.5667918,198741.1119,451917.2867
1010030400,을지로1가_남대문로_진출_2,101,도로교차점,0,무,126.9826247,37.5666216,198464.9507,451898.446
1010030600,광희초교,101,도로교차점,1,유,127.0161317,37.5668329,201425.1781,451921.8782
1010030700,을지로5가,101,도로교차점,1,유,127.002264,37.5668693,200200.0178,451925.7944
1010031200,디자이너클럽앞,101,도로교차점,0,무,127.012593,37.5670562,201112.5455,451946.6132
1010031300,을지로4가_배오개길_진출,101,도로교차점,0,무,126.998016,37.5671075,199824.7174,451952.2269
1010031400,을지로4가_배오개길_진입_1,101,도로교차점,1,유,126.9981493,37.5671412,199836.4935,451955.9743
1010031500,서대문고가차도(북측),104,도로시설물,0,무,126.9683329,37.5675234,197202.3465,451998.8625
1010031700,밀리오레,101,도로교차점,1,유,127.0089468,37.5677618,200790.4124,452024.8826
1010031800,동대문디자인플라자,101,도로교차점,1,유,127.0125261,37.5678935,201106.6188,452039.535
1010031900,케레스타,101,도로교차점,1,유,127.0077441,37.5679659,200684.1556,452047.531
1010032000,흥인사거리,101,도로교차점,1,유,127.0160061,37.5680166,201414.0656,452053.2441
1010032100,청계2가,101,도로교차점,1,유,126.9876671,37.5679802,198910.4455,452049.1553
1010032200,수표교(남단),101,도로교차점,0,무,126.989553,37.5679973,199077.0619,452051.0391
1010032400,동화상가,101,도로교차점,1,유,127.0072386,37.568048,200639.4938,452056.6326
1010032500,삼일교,101,도로교차점,0,무,126.9858917,37.5681745,198753.6002,452070.7453
1010032600,청계3가,101,도로교차점,1,유,126.9923856,37.5682221,199327.3054,452075.9629
1010032700,청계2가,101,도로교차점,1,유,126.9876862,37.5682796,198912.1389,452082.387
1010032800,정동사거리,101,도로교차점,1,유,126.9691612,37.5683276,197275.5562,452088.0915
1010032900,동대문중앙교회앞,101,도로교차점,1,유,127.0196396,37.5683712,201735.0584,452092.6635
1010033000,방산종합시장,101,도로교차점,1,유,127.0021233,37.5684129,200187.5824,452097.1124
1010033400,광교,101,도로교차점,1,유,126.9827649,37.5687245,198477.3736,452131.8347
1010033500,청계4가,101,도로교차점,1,유,126.9979473,37.5687337,199818.655,452132.721
1010033600,청계6가앞,101,도로교차점,1,유,127.0096498,37.5688398,200852.5037,452144.5327
1010033700,광교,101,도로교차점,1,유,126.9827798,37.5690374,198478.6965,452166.5613
1010033800,효령빌딩,101,도로교차점,0,무,126.9798296,37.5689383,198218.0638,452155.6161
1010034000,청계4가,101,도로교차점,1,유,126.9979233,37.5690317,199816.5383,452165.794
1010034100,무교동사거리,101,도로교차점,0,무,126.9792933,37.5689767,198170.69,452159.8891
1010034200,광화문빌딩,103,속성변화점,0,무,126.9761544,37.5690927,197893.3867,452172.8324
1010034300,모전교,101,도로교차점,0,무,126.9792763,37.569272,198169.1874,452192.6656
1010034400,덕수초교앞,101,도로교차점,1,유,126.9743376,37.5694227,197732.8902,452209.5037
1010034500,삼원약국,101,도로교차점,1,유,126.9757733,37.5694488,197859.7317,452212.3612
1010034600,청계5가,101,도로교차점,0,무,127.0020515,37.5694856,200181.2324,452216.1752
1010034700,청계6가,101,도로교차점,1,유,127.009742,37.5696289,200860.6396,452232.1221
1010034800,청계7가,101,도로교차점,1,유,127.0158987,37.5696615,201404.5406,452235.8069
1010034900,버들다리(남측),101,도로교차점,1,유,127.0066319,37.5695321,200585.8865,452221.3522
1010035000,청계5가,101,도로교차점,0,무,127.00202,37.5698075,200178.4542,452251.894
1010035100,청계6가,101,도로교차점,0,무,127.0096899,37.5699422,200856.0359,452266.8884
1010035200,청계7가,101,도로교차점,0,무,127.0158718,37.5700155,201402.1593,452275.0976
1010035300,영도교(북단),101,도로교차점,0,무,127.0190905,37.570935,201686.487,452377.2036
1010035400,영도교(남단),101,도로교차점,1,유,127.0188537,37.5712202,201665.5664,452408.8597
1010035500,황학교_청계천로_진출,101,도로교차점,0,무,127.022817,37.5716434,202015.6747,452455.9097
1010035600,철도빌딩,101,도로교차점,0,무,126.9690937,37.5549693,197269.1014,450605.482
1010035700,순화공원,101,도로교차점,0,무,126.9706666,37.560771,197408.2867,451249.354
1010035800,중앙일보,101,도로교차점,0,무,126.9714584,37.5623979,197478.2958,451429.9014
1010035900,통일로_한강대로_진입,101,도로교차점,0,무,126.9726383,37.5561302,197582.3405,450734.2262
1010036000,한강대로_퇴계로_진출,101,도로교차점,0,무,126.9728469,37.555169,197600.7467,450627.5388
1010036100,메트로타워,103,속성변화점,1,유,126.9744893,37.5567161,197745.9139,450799.2066
1010036200,청계광장,101,도로교차점,0,무,126.9769706,37.5690193,197965.4917,452164.6641
1010036300,메사,101,도로교차점,0,무,126.9801491,37.5607225,198246.0955,451243.7587
1020000100,동작대교북단,104,도로시설물,0,무,126.9832075,37.5162137,198515.4331,446303.7701
1020000300,반포대교북단,104,도로시설물,0,무,126.99425,37.5193295,199491.6878,446649.4705
1020000600,한남대교북단,104,도로시설물,0,무,127.0106545,37.52957,200941.7607,447786.0725
1020000700,원효대교북단,104,도로시설물,0,무,126.9516861,37.5301654,195729.5439,447853.1988
1120027400,DMC파크뷰APT,101,도로교차점,0,무,126.9147585,37.572385,192469.7664,452541.384
1000015700,사직터널(북측),104,도로시설물,0,무,126.9651932,37.5736436,196925.2202,452678.2255
1000015800,동아기획,101,도로교차점,1,유,126.9699767,37.5742268,197347.8049,452742.8118
1000015900,중앙지하차도(서측),104,도로시설물,0,무,126.9756211,37.5741641,197846.4229,452735.7046
1000016100,역사박물관,101,도로교차점,0,무,126.9785108,37.5744145,198101.6934,452763.433
1000016200,중앙지하차도(동측),104,도로시설물,0,무,126.978034,37.5743953,198059.5717,452761.3163
1000016300,사직단,101,도로교차점,0,무,126.9672632,37.5744606,197108.1138,452768.8455
1000016400,원광빌딩,101,도로교차점,1,유,126.9909726,37.5744609,199202.5383,452768.4058
1000016500,인왕빌딩,101,도로교차점,1,유,126.9704072,37.5747619,197385.8521,452802.1844
1000016600,사직단,101,도로교차점,1,유,126.9677985,37.5747796,197155.4082,452804.2336
1000016700,광화문_일반국도48호선_진입_2,101,도로교차점,0,무,126.9766029,37.5747413,197933.1646,452799.7472
1000016900,광화문_일반국도48호선_진출_1,101,도로교차점,0,무,126.9771689,37.5748582,197983.171,452812.7118
1000017000,운현초교입구,101,도로교차점,1,유,126.9868136,37.575137,198835.153,452843.4894
1000017300,안국동사거리_우정국로_진입,101,도로교차점,0,무,126.9828039,37.5749851,198480.9511,452826.6933
1000017400,신설동역_일반국도6호선_진출_2,101,도로교차점,0,무,127.0225012,37.5752313,201987.6843,452854.1166
1000017700,신설동역_일반국도6호선_진입_2,101,도로교차점,0,무,127.0224414,37.5753284,201982.3918,452864.8864
1000017800,사직공원,101,도로교차점,1,유,126.9688477,37.5755538,197248.124,452890.1248
1000017900,안국동사거리,101,도로교차점,1,유,126.9830055,37.5756094,198498.7666,452895.978
1000018000,적선현대빌딩,101,도로교차점,1,유,126.9726887,37.5753014,197587.4174,452862.0015
1000018100,안국동사거리_율곡로_진출_2,101,도로교차점,0,무,126.9820371,37.5756052,198413.2231,452895.5298
1000018200,경복궁_중학천길_진출,101,도로교차점,0,무,126.9792458,37.5753789,198166.6433,452870.461
1000018300,경복궁_중학천길_진입,101,도로교차점,0,무,126.9791986,37.575556,198162.4799,452890.1141
1000018500,광화문_일반국도48호선_진출_2,101,도로교차점,0,무,126.975634,37.5756053,197847.5979,452895.6696
1000018600,도서출판집문당,101,도로교차점,0,무,126.9906139,37.5756679,199170.8676,452902.3779
1000018900,광화문_일반국도48호선_진입_1,101,도로교차점,0,무,126.9779452,37.5756051,198051.7613,452895.5889
1000019000,전교가르멜수녀원영성센터,101,도로교차점,0,무,126.9655996,37.5757731,196961.2029,452914.5695
1000019100,경복궁_일반국도48호선_진출,101,도로교차점,0,무,126.9786481,37.5756877,198113.8558,452904.7417
1000019200,한국일보문화센타,101,도로교차점,1,유,126.9813071,37.5757736,198348.7475,452914.2343
1000019300,정부서울청사,101,도로교차점,1,유,126.9743313,37.575758,197732.5317,452912.6468
1000019400,경복궁교차로,101,도로교차점,0,무,126.9801458,37.5758815,198246.1658,452926.2221
1000019600,원남동사거리,101,도로교차점,1,유,126.9973494,37.5759134,199765.8587,452929.5802
1000019700,경복궁교차로,101,도로교차점,1,유,126.9794201,37.5758544,198182.0597,452923.2302
1000019800,경복궁역,101,도로교차점,1,유,126.972636,37.5759031,197582.7772,452928.7864
1000020100,사직공원,101,도로교차점,0,무,126.9689332,37.5757871,197255.6806,452916.0221
1000020200,경복궁_일반국도48호선_진입,101,도로교차점,0,무,126.9786284,37.5757946,198112.116,452916.6149
1000020300,경복궁_율곡로_진출,101,도로교차점,0,무,126.9801205,37.5759893,198243.9299,452938.1865
1000020500,일반국도48호선-매동길진출로,101,도로교차점,0,무,126.969969,37.5761371,197347.1973,452954.8278
1000020600,경복궁_삼청동길_진출,101,도로교차점,0,무,126.9794688,37.5765544,198186.3736,453000.9242
1000020700,이화사거리,101,도로교차점,1,유,127.0022106,37.5761684,200195.2783,452957.8907
1000020800,파크맨션아파트,101,도로교차점,0,무,126.9690959,37.5762895,197270.0759,452971.7747
1000020900,원남동사거리_율곡로_진입,101,도로교차점,0,무,126.9963188,37.5762957,199674.8232,452972.0222
1000021000,경복궁_삼청동길_진입,101,도로교차점,0,무,126.9796046,37.5765528,198198.3722,453000.7394
1000021100,원남동사거리_창경궁로_진출,101,도로교차점,0,무,126.9971754,37.5766906,199750.4935,453015.8426
1000021200,안국역,101,도로교차점,1,유,126.9861801,37.576859,198779.2255,453034.62
1000021300,원남빌딩,101,도로교차점,1,유,126.9971968,37.5770361,199752.3812,453054.1861
1000021400,창덕궁,101,도로교차점,1,유,126.9901038,37.5774363,199125.8303,453098.6493
1000021500,현대주택문화센터,101,도로교차점,1,유,126.9892652,37.5773981,199051.7468,453094.4159
1000021600,서울대학교치과대학,101,도로교차점,0,무,126.9980116,37.5776271,199824.3564,453119.7888
1000021700,매동초등학교,102,도로시.종점,0,무,126.9666022,37.5780981,197049.8654,453172.5857
1000021800,서울대학교병원,101,도로교차점,0,무,126.9998519,37.5790727,199986.9167,453280.2324
1000021900,재동초등학교앞,101,도로교차점,0,무,126.9850218,37.57923,198676.9431,453297.7896
1000022000,계동창덕궁앞,101,도로교차점,0,무,126.9892467,37.5793032,199050.1386,453305.8594
1000022100,합동청사,101,도로교차점,0,무,126.9738284,37.5793982,197688.2133,453316.6774
1000022200,남전빌라,101,도로교차점,0,무,126.9687732,37.5794346,197241.6861,453320.8534
1000022300,태창빌딩,101,도로교차점,0,무,126.9696574,37.5794563,197319.7912,453323.2347
1000022400,창신쌍용아파트,101,도로교차점,0,무,127.0152347,37.5790967,201345.7144,453283.0013
1000022500,옥인시장,101,도로교차점,1,유,126.9713901,37.5795002,197472.842,453328.0545
1000022600,함춘회관,101,도로교차점,0,무,127.0021793,37.5800024,200192.4984,453383.4201
1000022700,국군서울지구병원,101,도로교차점,1,유,126.9799387,37.5800574,198227.9643,453389.7025
1000022800,송림빌딩,101,도로교차점,0,무,126.9685948,37.5805517,197225.9698,453444.8374
1000022900,종로센트레빌아파트,101,도로교차점,1,유,127.0153875,37.5806972,201359.1804,453460.642
1000023000,국립민속박물관,101,도로교차점,1,유,126.980211,37.5810157,198252.0415,453496.0653
1000023100,퍼스트빌,101,도로교차점,0,무,126.9684974,37.5813941,197217.3973,453538.3414
1000023200,효자동사무소앞,101,도로교차점,0,무,126.9708981,37.581512,197429.4502,453551.3633
1000023300,쌍용아파트,101,도로교차점,1,유,127.0122582,37.5815179,201082.7537,453551.6921
1000023400,안송빌딩,101,도로교차점,0,무,126.9811174,37.5815413,198332.1109,453554.3831
1000023500,종로구-성북구경계(1),105,행정경계,0,무,127.0152482,37.5818292,201346.8522,453586.2721
